PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
305,0,3,"McCarthy, Mr. Timothy J",female,23.5,2,0,STON/O2 39311,9.5446,D141,Q
306,0,3,"Palsson, Master. Gosta Leonard",female,32.8,0,0,W/C 628475,9.646,,S
307,0,3,"Johnson, Miss. Anna",male,,0,0,STON/O2 87879,11.3825,,S
308,0,3,"Williams, Mrs. Mary",male,26.4,0,0,CA 67202,20.9477,D117,S
309,1,1,"Brown, Miss. Elizabeth",female,38.2,0,0,SOTON 749779,67.2496,,C
310,0,3,"Davis, Mrs. Margaret",male,23.4,0,1,PC 756724,6.3102,,S
311,1,1,"Wilson, Miss. Emily",male,42.2,1,0,W/C 642058,99.4992,,Q
312,0,1,"Smith, Mr. John",male,11.2,1,0,W/C 388476,128.4792,,S
313,0,2,"Miller, Mr. Thomas",male,31.8,0,0,W/C 392825,10.8114,,S
314,0,3,"Taylor, Mr. William",female,57.1,0,0,CA 639588,24.5409,,Q
315,0,3,"Anderson, Mr. James",female,16,0,1,W/C 192012,15.4288,D142,S
316,0,3,"Thomas, Mr. Charles",female,20.5,0,1,SOTON 885237,19.0483,,S
317,0,2,"Braund, Mr. Owen Harris",male,37.2,0,0,A/5 385346,41.5046,D143,S
318,1,2,"Cumings, Mrs. John Bradley",male,32.5,0,1,CA 767230,35.9419,,S
319,0,3,"Heikkinen, Miss. Laina",male,34.9,0,0,CA 269718,12.3534,,S
320,0,2,"Futrelle, Mrs. Jacques Heath",male,36.8,0,4,W/C 313434,38.6991,,S
321,0,3,"Allen, Mr. William Henry",male,38.9,0,0,PC 37051,14.4894,,S
322,1,1,"Moran, Mr. James",female,45.5,0,4,W/C 483898,119.2575,,C
323,0,3,"McCarthy, Mr. Timothy J",female,35.7,0,0,STON/O2 860864,20.0193,,S
324,0,3,"Palsson, Master. Gosta Leonard",male,,0,0,W/C 707931,6.6183,,Q
325,0,1,"Johnson, Miss. Anna",female,39.4,1,0,SOTON 405494,108.5948,,S
326,0,1,"Williams, Mrs. Mary",female,56.6,0,4,STON/O2 576746,73.4519,,S
327,0,3,"Brown, Miss. Elizabeth",male,,0,1,PC 975286,13.8084,D119,S
328,0,3,"Davis, Mrs. Margaret",male,,0,0,A/5 317543,13.7435,D57,S
329,0,2,"Wilson, Miss. Emily",male,45.5,1,0,STON/O2 232946,25.9784,,S
330,0,3,"Smith, Mr. John",male,28.3,0,0,SOTON 165164,21.9126,,C
331,0,1,"Miller, Mr. Thomas",male,0.4,0,0,PC 498165,30.8079,,C
332,0,2,"Taylor, Mr. William",female,,0,0,PC 838529,5.6236,,Q
333,0,3,"Anderson, Mr. James",male,,1,0,SOTON 464238,1.6903,,S
334,0,2,"Thomas, Mr. Charles",male,28.7,2,1,W/C 997196,37.0279,D114,C
335,0,3,"Braund, Mr. Owen Harris",male,34.6,0,0,A/5 789611,8.4754,,S
336,0,2,"Cumings, Mrs. John Bradley",male,32.7,1,1,CA 606743,26.4871,,S
337,1,2,"Heikkinen, Miss. Laina",female,39.9,2,0,A/5 150102,23.7094,D123,C
338,1,3,"Futrelle, Mrs. Jacques Heath",female,23.9,2,0,CA 856877,7.8147,,S
339,0,2,"Allen, Mr. William Henry",male,37.2,0,0,SOTON 847307,34.5791,,S
340,0,3,"Moran, Mr. James",male,26.4,0,0,W/C 542028,12.2543,,S
341,0,1,"McCarthy, Mr. Timothy J",male,40.3,0,0,W/C 983063,71.4415,,S
342,0,1,"Palsson, Master. Gosta Leonard",male,38.6,1,0,PC 445648,88.3834,,C
343,1,1,"Johnson, Miss. Anna",male,16.9,0,0,CA 535940,105.9478,,S
344,0,3,"Williams, Mrs. Mary",male,45.2,0,0,W/C 743403,7.39,D96,Q
345,0,2,"Brown, Miss. Elizabeth",male,22.5,0,0,CA 310815,34.8203,,S
346,0,3,"Davis, Mrs. Margaret",male,41.3,1,0,PC 90342,21.4816,D109,S
347,0,3,"Wilson, Miss. Emily",male,35.1,1,1,CA 218201,4.6572,,S
348,0,3,"Smith, Mr. John",male,,0,2,SOTON 187764,14.628,,S
349,1,1,"Miller, Mr. Thomas",male,26.9,1,0,W/C 10470,69.0228,,S
350,0,3,"Taylor, Mr. William",male,25.1,0,0,PC 717704,17.0905,,C
351,0,3,"Anderson, Mr. James",male,,1,0,SOTON 969143,5.8825,,C
352,0,3,"Thomas, Mr. Charles",female,25.8,0,2,W/C 628128,22.5293,,Q
353,1,3,"Braund, Mr. Owen Harris",female,,0,0,SOTON 983524,3.5938,,C
354,0,3,"Cumings, Mrs. John Bradley",male,7.4,2,0,W/C 633549,11.571,,C
355,0,3,"Heikkinen, Miss. Laina",male,,0,0,STON/O2 296215,15.5406,,S
356,1,1,"Futrelle, Mrs. Jacques Heath",male,15.1,1,0,CA 456139,55.2919,D126,C
357,0,1,"Allen, Mr. William Henry",male,,0,0,A/5 991755,49.6375,,S
358,0,3,"Moran, Mr. James",male,53.9,0,1,A/5 786566,14.3001,,S
359,1,3,"McCarthy, Mr. Timothy J",female,28.5,0,0,SOTON 425986,13.4549,D76,S
360,0,3,"Palsson, Master. Gosta Leonard",male,27.6,0,0,STON/O2 167471,13.0347,,S
361,1,3,"Johnson, Miss. Anna",male,31,0,0,SOTON 245413,18.0233,,S
362,1,1,"Williams, Mrs. Mary",male,46.3,0,0,PC 527657,65.799,,Q
363,0,1,"Brown, Miss. Elizabeth",male,17,0,2,CA 229629,91.5053,,S
364,0,3,"Davis, Mrs. Margaret",male,,0,0,A/5 109806,10.0364,,S
365,0,2,"Wilson, Miss. Emily",female,,3,1,STON/O2 628267,15.445,,S
366,0,1,"Smith, Mr. John",male,37,2,0,SOTON 36109,69.7487,,S
367,1,3,"Miller, Mr. Thomas",female,32.7,0,0,STON/O2 318952,10.0822,D3,S
368,1,1,"Taylor, Mr. William",female,44,1,2,A/5 595729,63.8431,,S
369,0,3,"Anderson, Mr. James",male,0.4,0,0,CA 507775,19.8172,,S
370,0,2,"Thomas, Mr. Charles",male,39.5,0,1,SOTON 423122,22.1413,,S
371,0,3,"Braund, Mr. Owen Harris",male,20.8,1,0,A/5 104431,9.122,,C
372,0,2,"Cumings, Mrs. John Bradley",male,4.4,2,1,STON/O2 572308,25.3159,,C
373,0,3,"Heikkinen, Miss. Laina",male,37.2,0,0,STON/O2 517915,13.6097,D90,S
374,1,1,"Futrelle, Mrs. Jacques Heath",female,,1,0,PC 28738,37.2723,,S
375,0,1,"Allen, Mr. William Henry",male,28.1,0,1,W/C 402679,69.2574,D96,S
376,0,2,"Moran, Mr. James",male,43.3,4,2,PC 739308,21.1898,D10,C
377,0,3,"McCarthy, Mr. Timothy J",female,52.6,0,2,PC 875370,11.993,D87,S
378,0,3,"Palsson, Master. Gosta Leonard",male,48.4,0,1,STON/O2 485469,17.2443,,S
379,0,2,"Johnson, Miss. Anna",female,53,0,1,A/5 319415,26.5376,,C
380,0,3,"Williams, Mrs. Mary",male,40.4,1,0,W/C 349274,20.1834,,S
381,1,3,"Brown, Miss. Elizabeth",male,,0,0,PC 277109,12.9318,,S
382,0,3,"Davis, Mrs. Margaret",female,7.6,2,0,W/C 447439,23.3901,D78,S
383,0,1,"Wilson, Miss. Emily",male,26.6,0,0,A/5 168466,63.4121,,Q
384,0,3,"Smith, Mr. John",female,18.2,0,0,STON/O2 721156,8.4981,,C
385,0,1,"Miller, Mr. Thomas",female,60.4,0,0,A/5 686796,99.7029,,S
386,0,2,"Taylor, Mr. William",female,,0,0,SOTON 746692,40.3459,,S
387,0,3,"Anderson, Mr. James",male,31.7,0,0,CA 790620,4.934,D22,S
388,1,1,"Thomas, Mr. Charles",male,,0,0,W/C 233321,72.9083,,Q
389,0,3,"Braund, Mr. Owen Harris",female,30.6,0,0,W/C 138837,9.4269,,Q
390,0,3,"Cumings, Mrs. John Bradley",female,53.7,0,0,STON/O2 745067,13.8357,,S
391,0,3,"Heikkinen, Miss. Laina",female,21.3,0,1,SOTON 748962,13.0586,,C
392,0,3,"Futrelle, Mrs. Jacques Heath",male,32.7,1,0,A/5 829552,20.8705,,S
393,0,1,"Allen, Mr. William Henry",male,19.6,1,0,STON/O2 824513,76.0974,,S
394,1,2,"Moran, Mr. James",female,11.5,0,0,STON/O2 866754,40.4663,,S
395,0,3,"McCarthy, Mr. Timothy J",male,21.4,0,0,CA 917447,11.1567,D47,S
396,1,1,"Palsson, Master. Gosta Leonard",female,29.5,0,0,A/5 853024,113.3533,,Q
397,1,2,"Johnson, Miss. Anna",female,24,0,0,SOTON 361591,27.5725,,S
398,0,1,"Williams, Mrs. Mary",male,,0,0,STON/O2 337239,142.2759,,S
399,1,1,"Brown, Miss. Elizabeth",female,10.3,0,0,STON/O2 351425,26.8275,,Q
400,0,2,"Davis, Mrs. Margaret",female,28.8,0,0,A/5 826177,11.9066,,C
401,1,1,"Wilson, Miss. Emily",male,8.9,0,2,CA 174620,145.9384,,S
402,0,3,"Smith, Mr. John",female,40.6,0,2,PC 139056,8.7104,,S
403,0,3,"Miller, Mr. Thomas",male,31.2,1,0,CA 878242,9.0817,D110,S
404,0,3,"Taylor, Mr. William",female,9.6,3,0,CA 711293,7.877,D96,S
405,0,1,"Anderson, Mr. James",male,,0,0,PC 1944,121.3441,,Q
406,1,1,"Thomas, Mr. Charles",female,19.5,0,0,PC 272258,34.8755,,Q
407,0,1,"Braund, Mr. Owen Harris",male,34.5,1,2,STON/O2 209920,80.8082,,S
408,0,3,"Cumings, Mrs. John Bradley",male,,2,0,W/C 295740,11.4461,,S
409,0,3,"Heikkinen, Miss. Laina",female,3.7,0,1,CA 256035,19.0636,,S
410,0,1,"Futrelle, Mrs. Jacques Heath",male,,0,0,STON/O2 812441,59.7074,,C
411,0,3,"Allen, Mr. William Henry",male,27.8,0,3,PC 692085,15.4293,,S
412,1,1,"Moran, Mr. James",female,39.4,0,0,SOTON 400263,37.8362,,S
413,1,3,"McCarthy, Mr. Timothy J",female,33,0,1,PC 291911,26.3026,,S
414,0,3,"Palsson, Master. Gosta Leonard",male,19.5,0,0,CA 103063,11.5984,,S
415,0,3,"Johnson, Miss. Anna",male,,0,0,PC 68438,13.0513,,S
416,0,3,"Williams, Mrs. Mary",male,18.9,0,0,SOTON 655539,22.6803,D42,S
417,0,3,"Brown, Miss. Elizabeth",male,45.1,1,0,PC 697203,9.568,D95,Q
418,0,2,"Davis, Mrs. Margaret",male,30.3,0,2,STON/O2 528282,43.7581,,C
419,1,3,"Wilson, Miss. Emily",female,56.6,0,2,W/C 68546,10.5929,,C
420,0,1,"Smith, Mr. John",female,29.2,0,1,PC 341716,104.1811,D144,S
421,0,3,"Miller, Mr. Thomas",female,,0,0,CA 771878,9.6498,,S
422,1,3,"Taylor, Mr. William",female,,3,1,A/5 169050,5.0672,,S
423,0,3,"Anderson, Mr. James",male,4.8,0,0,STON/O2 514672,15.4254,,S
424,0,3,"Thomas, Mr. Charles",male,,0,0,A/5 598702,16.7434,,C
425,0,3,"Braund, Mr. Owen Harris",male,33.7,1,0,PC 705582,5.3021,,S
426,0,3,"Cumings, Mrs. John Bradley",male,37.1,0,0,CA 877038,11.2037,,S
427,1,3,"Heikkinen, Miss. Laina",male,,1,0,STON/O2 22996,20.0244,,C
428,1,1,"Futrelle, Mrs. Jacques Heath",female,42.5,0,0,PC 84697,101.6043,D58,Q
429,0,1,"Allen, Mr. William Henry",male,,0,0,SOTON 593052,65.7723,,S
430,0,2,"Moran, Mr. James",male,32.1,0,1,W/C 353868,18.2778,,S
431,0,1,"McCarthy, Mr. Timothy J",male,,0,0,A/5 745026,150.1368,D122,S
432,0,3,"Palsson, Master. Gosta Leonard",female,42.6,1,0,W/C 222432,4.5354,,S
433,0,1,"Johnson, Miss. Anna",male,,1,0,W/C 942978,77.8689,,S
434,0,3,"Williams, Mrs. Mary",male,17.5,0,0,W/C 502616,4.4315,,S
435,0,2,"Brown, Miss. Elizabeth",male,0.4,0,0,CA 231487,39.7917,,Q
436,1,1,"Davis, Mrs. Margaret",female,19.9,1,0,STON/O2 687505,79.7435,,S
437,0,3,"Wilson, Miss. Emily",male,,2,0,STON/O2 250434,14.0423,,S
438,1,3,"Smith, Mr. John",female,,0,0,STON/O2 338819,29.198,,S
439,0,3,"Miller, Mr. Thomas",female,28.2,0,0,A/5 501638,9.5282,D24,S
440,0,3,"Taylor, Mr. William",male,31.1,0,1,PC 618904,23.2292,,C
441,0,3,"Anderson, Mr. James",male,26.9,1,0,W/C 257349,10.7142,,S
442,1,1,"Thomas, Mr. Charles",female,20.9,0,0,W/C 951128,71.5936,D5,S
443,0,3,"Braund, Mr. Owen Harris",male,32.4,0,1,SOTON 310091,28.4333,D30,S
444,0,3,"Cumings, Mrs. John Bradley",male,36.2,1,0,SOTON 838462,12.0576,,C
445,0,3,"Heikkinen, Miss. Laina",female,14.7,0,0,W/C 829875,4.9599,,S
446,1,1,"Futrelle, Mrs. Jacques Heath",female,49.8,0,1,A/5 230685,90.1491,D82,C
447,0,3,"Allen, Mr. William Henry",female,28.6,0,0,A/5 653307,11.9895,,S
448,1,1,"Moran, Mr. James",female,30.3,0,0,A/5 975384,93.2155,,S
449,0,1,"McCarthy, Mr. Timothy J",male,39.9,0,0,PC 645742,75.1905,D91,S
450,1,2,"Palsson, Master. Gosta Leonard",male,33.3,0,0,SOTON 375319,49.9249,,Q
451,1,3,"Johnson, Miss. Anna",female,43.3,0,0,SOTON 154868,16.2569,,Q
452,0,3,"Williams, Mrs. Mary",male,34,0,0,STON/O2 481001,6.7115,,S
453,0,3,"Brown, Miss. Elizabeth",male,21.4,1,0,W/C 158029,13.7286,,S
454,1,3,"Davis, Mrs. Margaret",female,35.1,1,0,W/C 546580,8.3222,D140,S
455,0,2,"Wilson, Miss. Emily",male,14,0,0,SOTON 717087,22.2132,,S
456,0,2,"Smith, Mr. John",male,,0,0,PC 10759,14.7575,D82,S
457,0,2,"Miller, Mr. Thomas",male,29.5,0,0,A/5 269556,48.7051,,C
458,0,3,"Taylor, Mr. William",male,27.1,0,0,W/C 283648,8.9554,,Q
459,0,1,"Anderson, Mr. James",male,28.2,0,0,SOTON 271651,104.7523,,S
460,1,3,"Thomas, Mr. Charles",male,3.7,0,2,STON/O2 399036,11.1076,,S
461,0,3,"Braund, Mr. Owen Harris",male,22.3,0,0,CA 487383,6.2233,,C
462,0,2,"Cumings, Mrs. John Bradley",male,,0,0,PC 801019,27.2236,,C
463,0,3,"Heikkinen, Miss. Laina",female,,0,0,PC 583020,15.344,,S
464,0,3,"Futrelle, Mrs. Jacques Heath",male,15.6,1,0,PC 439715,16.268,,S
465,0,3,"Allen, Mr. William Henry",female,47.7,0,2,STON/O2 917536,0,,S
466,0,3,"Moran, Mr. James",male,17.9,0,0,A/5 497586,5.7762,,S
467,0,2,"McCarthy, Mr. Timothy J",male,,0,3,W/C 556728,35.7725,,S
468,1,2,"Palsson, Master. Gosta Leonard",female,36,1,0,SOTON 658749,14.6094,,S
469,0,3,"Johnson, Miss. Anna",male,21,1,0,SOTON 639803,14.1872,,S
470,0,3,"Williams, Mrs. Mary",female,,0,0,CA 745821,5.6406,,S
471,0,1,"Brown, Miss. Elizabeth",male,13.3,0,1,W/C 640791,106.3376,,S
472,0,3,"Davis, Mrs. Margaret",female,,0,0,W/C 303085,18.4479,,S
473,0,3,"Wilson, Miss. Emily",male,44,0,0,PC 448166,17.2817,,C
474,0,3,"Smith, Mr. John",female,20.6,0,0,W/C 743319,19.0405,,C
475,1,1,"Miller, Mr. Thomas",male,49.5,1,0,W/C 328507,136.3004,,S
476,0,3,"Taylor, Mr. William",female,26.5,0,2,SOTON 587030,6.1317,,S
477,0,3,"Anderson, Mr. James",male,34,1,0,CA 492112,8.3863,D45,Q
478,0,1,"Thomas, Mr. Charles",male,33.6,0,0,PC 835289,112.3116,D51,S
479,1,1,"Braund, Mr. Owen Harris",female,,0,0,SOTON 160245,120.6879,,S
480,0,3,"Cumings, Mrs. John Bradley",male,41.4,1,0,CA 847200,9.0551,,S
481,0,1,"Heikkinen, Miss. Laina",male,41.1,0,2,CA 478959,53.2201,,S
482,0,3,"Futrelle, Mrs. Jacques Heath",female,5.5,0,0,W/C 571517,9.1846,D82,S
483,0,3,"Allen, Mr. William Henry",male,48.3,0,0,STON/O2 63583,3.6102,,Q
484,1,2,"Moran, Mr. James",male,6.7,0,1,CA 160996,10.6966,D6,S
485,0,3,"McCarthy, Mr. Timothy J",male,44.5,4,0,CA 467185,5.7033,,S
486,0,2,"Palsson, Master. Gosta Leonard",female,45.8,0,0,A/5 765948,21.6914,,Q
487,0,3,"Johnson, Miss. Anna",male,,3,0,STON/O2 266808,14.5844,D133,S
488,1,2,"Williams, Mrs. Mary",male,24.2,3,0,A/5 684550,29.8766,,S
489,1,3,"Brown, Miss. Elizabeth",female,14.5,1,0,PC 455377,10.0249,,S
490,1,1,"Davis, Mrs. Margaret",female,27,0,2,PC 653692,62.5765,,S
491,1,2,"Wilson, Miss. Emily",male,25.7,0,0,CA 202664,26.3912,,S
492,0,3,"Smith, Mr. John",male,40.9,1,0,CA 858411,4.2483,,S
493,0,2,"Miller, Mr. Thomas",male,48.3,0,3,PC 833643,35.7937,D149,S
494,0,3,"Taylor, Mr. William",male,49.5,0,0,A/5 206320,20.5195,,S
495,0,2,"Anderson, Mr. James",male,22.1,0,0,W/C 32346,17.9622,,S
496,0,3,"Thomas, Mr. Charles",male,27.1,0,0,SOTON 367595,10.6691,,S
497,1,1,"Braund, Mr. Owen Harris",male,6.4,0,2,SOTON 890340,124.7592,,S
498,0,3,"Cumings, Mrs. John Bradley",male,18.7,0,0,SOTON 150014,12.2801,,S
499,0,3,"Heikkinen, Miss. Laina",female,,0,1,W/C 854575,16.4412,,S
500,1,1,"Futrelle, Mrs. Jacques Heath",female,52.6,1,1,W/C 3016,76.677,,Q
501,1,1,"Allen, Mr. William Henry",female,12.7,0,0,CA 964813,136.0271,,S
502,0,1,"Moran, Mr. James",male,21.7,2,0,STON/O2 16748,97.6429,,S
503,0,3,"McCarthy, Mr. Timothy J",male,29.6,1,1,STON/O2 870440,16.2038,,C
504,1,2,"Palsson, Master. Gosta Leonard",female,33.9,1,0,A/5 428345,31.3709,,S
505,0,3,"Johnson, Miss. Anna",female,18.7,0,1,SOTON 202081,9.7526,,S
506,1,2,"Williams, Mrs. Mary",male,,1,2,STON/O2 893055,19.7886,,C
507,0,2,"Brown, Miss. Elizabeth",female,23.4,0,0,CA 731377,33.654,,C
508,1,3,"Davis, Mrs. Margaret",female,29.8,1,0,A/5 521140,13.7395,D59,S
509,0,3,"Wilson, Miss. Emily",female,37.6,0,1,STON/O2 718237,6.111,,S
510,0,1,"Smith, Mr. John",female,30.1,1,1,A/5 68309,147.4318,,S
511,0,1,"Miller, Mr. Thomas",male,23.9,4,0,CA 502775,115.2106,,C
512,0,1,"Taylor, Mr. William",male,28.5,0,0,SOTON 186639,81.3545,,S
513,1,3,"Anderson, Mr. James",female,,0,0,CA 560614,11.4,D77,S
514,1,3,"Thomas, Mr. Charles",female,24.8,1,0,CA 792511,14.1623,,C
515,0,3,"Braund, Mr. Owen Harris",male,26.4,0,0,SOTON 612628,16.0275,,S
516,0,3,"Cumings, Mrs. John Bradley",male,52.4,1,0,W/C 872643,1.1069,,C
517,1,3,"Heikkinen, Miss. Laina",male,37.9,0,0,STON/O2 305893,25.3572,,S
518,0,3,"Futrelle, Mrs. Jacques Heath",female,25.9,0,0,SOTON 643480,8.3792,D13,S
519,0,3,"Allen, Mr. William Henry",female,39.8,3,0,W/C 866665,12.9889,D122,S
520,0,1,"Moran, Mr. James",male,25.3,0,0,STON/O2 899342,81.2552,,C
521,0,1,"McCarthy, Mr. Timothy J",male,46.4,1,0,W/C 583036,151.8866,,S
522,0,2,"Palsson, Master. Gosta Leonard",male,35.2,0,0,SOTON 326370,24.0086,,S
523,1,1,"Johnson, Miss. Anna",female,,0,0,PC 409117,137.1863,,S
524,0,3,"Williams, Mrs. Mary",female,,0,0,W/C 283635,15.3794,,S
525,1,3,"Brown, Miss. Elizabeth",female,8,0,0,A/5 167052,7.373,,Q
526,0,1,"Davis, Mrs. Margaret",male,14.2,1,0,W/C 227597,84.8495,D110,S
527,0,1,"Wilson, Miss. Emily",male,,0,3,W/C 483737,75.7337,,S
528,0,3,"Smith, Mr. John",male,32,0,0,A/5 542285,6.6582,D51,Q
529,0,3,"Miller, Mr. Thomas",male,54.3,0,2,STON/O2 657228,15.0927,,S
530,0,2,"Taylor, Mr. William",female,61.2,1,0,CA 420614,25.2487,,S
531,0,3,"Anderson, Mr. James",female,,0,0,STON/O2 360500,16.2551,D96,S
532,1,1,"Thomas, Mr. Charles",female,37,1,2,PC 934758,86.9607,D38,C
533,1,1,"Braund, Mr. Owen Harris",female,4.8,0,0,A/5 226226,56.5603,,S
534,0,3,"Cumings, Mrs. John Bradley",male,22.4,0,0,CA 845297,17.4948,,S
535,0,3,"Heikkinen, Miss. Laina",female,,1,0,SOTON 465175,9.3473,,S
536,1,1,"Futrelle, Mrs. Jacques Heath",female,21.3,0,0,PC 597432,0,D148,S
537,1,3,"Allen, Mr. William Henry",female,27.6,0,0,W/C 969125,13.7526,D82,S
538,0,3,"Moran, Mr. James",male,23.4,0,0,CA 313809,9.7587,D50,S
539,0,3,"McCarthy, Mr. Timothy J",male,2.3,0,0,SOTON 182675,15.2355,,S
540,0,3,"Palsson, Master. Gosta Leonard",male,40.5,1,0,STON/O2 801757,24.6934,,S
541,0,3,"Johnson, Miss. Anna",female,15,0,3,SOTON 395969,24.8623,,S
542,0,3,"Williams, Mrs. Mary",male,33.3,1,0,CA 674356,12.034,,C
543,0,3,"Brown, Miss. Elizabeth",male,59,0,0,CA 730643,8.1649,D66,C
544,1,1,"Davis, Mrs. Margaret",female,17.1,0,1,CA 117737,101.0486,,C
545,0,1,"Wilson, Miss. Emily",male,0.4,2,0,SOTON 263968,66.6719,,S
546,0,2,"Smith, Mr. John",male,26,0,0,A/5 765705,29.4075,,S
547,0,3,"Miller, Mr. Thomas",male,45.4,0,0,PC 274661,9.134,,S
548,0,1,"Taylor, Mr. William",female,57.4,0,0,CA 411092,89.0249,,Q
549,1,3,"Anderson, Mr. James",male,12.8,0,0,SOTON 974858,8.25,,C
550,1,3,"Thomas, Mr. Charles",female,37,0,1,STON/O2 733079,19.9279,,C
551,0,1,"Braund, Mr. Owen Harris",male,23.5,0,3,A/5 779610,58.7608,,S
552,0,3,"Cumings, Mrs. John Bradley",female,,0,0,STON/O2 902448,16.8674,,S
553,0,2,"Heikkinen, Miss. Laina",male,67,0,0,W/C 273126,10.7714,D2,S
554,0,3,"Futrelle, Mrs. Jacques Heath",male,,0,0,A/5 420814,17.5699,,S
555,1,1,"Allen, Mr. William Henry",female,33.6,0,0,STON/O2 595140,45.2102,D78,S
556,0,3,"Moran, Mr. James",male,36.5,0,2,STON/O2 780427,14.5279,,Q
557,0,3,"McCarthy, Mr. Timothy J",male,,0,0,CA 285331,18.9857,,S
558,0,3,"Palsson, Master. Gosta Leonard",male,31.4,2,0,W/C 654009,11.8301,,S
559,0,3,"Johnson, Miss. Anna",female,34.3,0,1,CA 788646,6.9794,D104,S
560,0,3,"Williams, Mrs. Mary",male,24.5,1,0,SOTON 520382,15.9064,D142,Q
561,0,3,"Brown, Miss. Elizabeth",female,33.8,0,0,W/C 961985,8.0803,,S
562,0,3,"Davis, Mrs. Margaret",male,,0,0,PC 439055,10.6352,,S
563,0,3,"Wilson, Miss. Emily",male,38.7,0,1,STON/O2 845846,14.553,,Q
564,0,1,"Smith, Mr. John",male,24.8,0,0,A/5 944042,128.9843,,S
565,0,3,"Miller, Mr. Thomas",male,35.3,0,1,STON/O2 891001,13.1553,,S
566,0,3,"Taylor, Mr. William",male,,0,0,PC 205573,13.1337,,S
567,0,3,"Anderson, Mr. James",male,,0,1,W/C 61481,17.3145,,S
568,0,1,"Thomas, Mr. Charles",male,29.3,2,1,SOTON 290884,81.8134,,C
569,0,3,"Braund, Mr. Owen Harris",female,5.2,0,0,A/5 990609,16.7179,,C
570,0,2,"Cumings, Mrs. John Bradley",male,47.7,0,0,CA 497733,37.1335,D40,S
571,1,3,"Heikkinen, Miss. Laina",male,17.3,1,0,PC 300140,11.0827,D106,S
572,1,1,"Futrelle, Mrs. Jacques Heath",female,20.8,0,0,PC 647484,0,,S
573,0,3,"Allen, Mr. William Henry",male,,0,0,PC 67126,8.2151,D104,S
574,0,3,"Moran, Mr. James",male,49.2,1,0,CA 27119,20.0708,,S
575,1,1,"McCarthy, Mr. Timothy J",female,0.4,1,0,A/5 117894,78.7845,,S
576,0,3,"Palsson, Master. Gosta Leonard",female,73.9,1,0,CA 396924,11.0161,,S
577,0,2,"Johnson, Miss. Anna",male,44.8,0,0,W/C 45989,38.1263,,C
578,0,3,"Williams, Mrs. Mary",female,,0,0,STON/O2 804563,12.4072,D52,S
579,0,3,"Brown, Miss. Elizabeth",male,,2,0,PC 976648,0.7587,,S
580,0,3,"Davis, Mrs. Margaret",male,,0,1,PC 543169,4.194,,S
581,0,3,"Wilson, Miss. Emily",male,37.3,0,0,CA 353935,15.4491,D91,C
582,0,3,"Smith, Mr. John",female,39,0,0,A/5 70306,12.6087,,S
583,0,2,"Miller, Mr. Thomas",male,37.8,0,2,PC 927592,41.3649,,S
584,1,2,"Taylor, Mr. William",male,31.3,0,0,STON/O2 512030,16.7507,,S
585,0,3,"Anderson, Mr. James",male,27.2,0,2,PC 629800,11.1894,,C
586,0,3,"Thomas, Mr. Charles",male,27.9,0,0,CA 100599,7.8257,,S
587,0,3,"Braund, Mr. Owen Harris",male,,0,0,W/C 342653,9.9545,,C
588,0,3,"Cumings, Mrs. John Bradley",male,,1,0,PC 703609,1.9324,D101,Q
589,0,2,"Heikkinen, Miss. Laina",male,38.3,0,0,A/5 309509,20.661,,C
590,0,3,"Futrelle, Mrs. Jacques Heath",male,0.4,0,0,PC 659146,12.6966,,S
591,1,1,"Allen, Mr. William Henry",male,39.2,0,0,PC 127525,75.0921,,S
592,0,3,"Moran, Mr. James",male,32.7,0,0,SOTON 561591,25.5749,D59,S
593,0,1,"McCarthy, Mr. Timothy J",male,29.7,0,0,W/C 266026,146.0054,D3,Q
594,0,2,"Palsson, Master. Gosta Leonard",male,,0,0,A/5 181394,16.5524,,S
595,1,2,"Johnson, Miss. Anna",female,45.7,1,0,SOTON 418740,2.0057,,S
596,0,2,"Williams, Mrs. Mary",male,43.3,2,0,PC 16861,23.884,,S
597,1,3,"Brown, Miss. Elizabeth",female,,0,0,CA 317405,15.2026,,S
598,0,2,"Davis, Mrs. Margaret",male,35.7,0,3,CA 659197,15.3196,,S
599,1,2,"Wilson, Miss. Emily",male,16.4,0,0,SOTON 873521,15.8765,D112,S
600,1,1,"Smith, Mr. John",male,10.7,1,2,PC 706191,136.972,,S
601,1,2,"Miller, Mr. Thomas",male,21.2,1,1,W/C 956759,22.1025,,C
602,1,1,"Taylor, Mr. William",male,,0,0,PC 685880,103.841,,S
603,0,1,"Anderson, Mr. James",male,43.3,0,0,W/C 984276,46.509,,S
604,0,3,"Thomas, Mr. Charles",male,37.2,1,0,W/C 864517,12.6669,,S
605,0,3,"Braund, Mr. Owen Harris",male,,0,0,PC 843388,11.0324,,S
606,0,3,"Cumings, Mrs. John Bradley",male,37.2,0,0,W/C 456561,9.0491,D59,C
607,0,3,"Heikkinen, Miss. Laina",male,21,0,0,STON/O2 278132,19.7585,,S
608,0,2,"Futrelle, Mrs. Jacques Heath",male,36,0,0,CA 559088,9.3751,,S
609,0,3,"Allen, Mr. William Henry",male,41.2,1,0,CA 159502,14.7553,,S
610,0,3,"Moran, Mr. James",female,40.6,2,0,SOTON 258653,10.9225,,Q
